level,defintion,pos,word
2,a young unmarried woman,noun,bachelorette
2,a border between two countries,noun,frontier
2,"having, revealing, or marked by a smug, ingratiating, and false earnestness or spirituality",adjective,unctuous
2,a compound of fluorine,noun,fluoride
2,an act of mooring,noun,moorage
2,"a monster shaped half like a man and half like a bull, confined in the labyrinth built by Daedalus for Minos, and given a periodic tribute of youths and maidens as food until slain by Theseus",noun,Minotaur
2,a short light entr'acte,noun,intermezzo
2,an act or process of edifying,noun,edification
2,emptied of or lacking content,adjective,vacuousness
2,"any of various disorders marked by abnormal electrical discharges in the brain and typically manifested by sudden brief episodes of altered or diminished consciousness, involuntary movements, or convulsions",noun,epilepsy
2,troublesomely urgent : overly persistent in request or demand,adjective,importunate
2,to get back : regain,verb,recuperation
2,either of two lemon-scented grasses (Cymbopogon nardus and C. winterianus) of southern Asia that yield an oil used in perfumery and as an insect repellent; also : its oil,noun,citronella
2,serving to palliate,adjective,palliative
2,the act or state of abhorring or despising something or someone,noun,abhorrence
2,a body of persons usually employed (as in a factory or organization),noun,personnel
2,causing vexation : distressing,adjective,vexatious
2,not real or genuine: such as,adjective,faux
2,deprived of native or original simplicity: such as,adjective,sophisticated
2,"of, relating to, or resembling a nebula : nebular",adjective,nebulous
2,"a class, kind, or group marked by common characteristics or by one common characteristic; specifically : a category of biological classification ranking between the family and the species, comprising structurally or phylogenetically related species or an isolated species exhibiting unusual differentiation, and being designated by a Latin or latinized capitalized singular noun",noun,genus
2,a member of a legion,noun,legionnaire
2,the act or noise of sneezing,noun,sternutation
2,"being, living, occurring, or administered under the skin",adjective,subcutaneous
2,promptness in response : cheerful readiness,noun,alacrity
2,to compose the choreography of,verb,choreographer
2,"of, resembling, or consisting of legumes (such as peas)",adjective,leguminous
2,the art or process of making ceramic articles,noun,ceramics
2,imitative,adjective,mimetic
2,not abated : being at full strength or force,adjective,unabated
2,overwhelmingly frightening,adjective,petrifying
2,"an individual, item, or part considered typical of a group, class, or whole",noun,specimen
2,one who takes part in dialogue or conversation,noun,interlocutor
2,a large heavy knife used for cutting sugarcane and underbrush and as a weapon,noun,machete
2,sweet to the taste,adjective,dulcet
2,favorable to or promoting health or well-being,adjective,salubrious
2,a restaurant specializing in broiled and barbecued meats,noun,rotisserie
2,a usually automotive public vehicle designed to carry a large number of passengers : bus,noun,omnibus
2,a crisp cookie or biscuit of Italian origin that is flavored usually with anise and filberts or almonds —usually used in plural,noun,biscotti
2,to ascertain the caliber of (something),verb,calibrate
2,an identifying name or title : designation,noun,appellation
2,the first part of the small intestine extending from the pylorus to the jejunum,noun,duodenum
2,valiant,adjective,valorous
2,any of two or more species of atoms of a chemical element with the same atomic number and nearly identical chemical behavior but with differing atomic mass or mass number and different physical properties,noun,isotopic
2,of or relating to the carpus,adjective,carpal
2,comically quaint,adjective,quizzical
2,any of a genus (Heliotropium) of herbs or shrubs of the borage family,noun,heliotrope
2,"to spend extravagantly or foolishly : dissipate, waste",verb,squander
2,made or occurring before marriage,adjective,prenuptial
2,full of juice : juicy,adjective,succulent
2,soiled and stained by or as if by trailing in mud,adjective,bedraggled
2,the quality or state of being straight,noun,rectitude
2,a silvery heavy radioactive polyvalent metallic element that is found especially in uraninite and exists naturally as a mixture of mostly nonfissionable isotopes,noun,uranium
2,overwhelm,verb,inundate
2,a child prodigy; also : one who succeeds in a competitive or highly difficult field or profession at an early age,noun,wunderkind
2,"of, relating to, or befitting a son or daughter",adjective,filial
2,causing weariness : tiresome,adjective,wearisome
2,"the face, countenance, or appearance of a person or sometimes an animal",noun,visage
2,one that fascinates,noun,fascinator
2,a solemn declaration usually made orally by a witness under oath in response to interrogation by a lawyer or authorized public official,noun,testimony
2,"great in quantity or amount : many, much",adjective,beaucoup
2,"lacking originality, freshness, or novelty : trite",adjective,banal
2,a science that deals with earthquakes and with artificially produced vibrations of the earth,noun,seismologist
2,"something exhibited to view as unusual, notable, or entertaining; especially : an eye-catching or dramatic public display",noun,spectacles
2,to make changes : do something in a new way,verb,innovator
2,the treasury of a college or monastery,noun,bursary
2,"holy, consecrated",adjective,hallowed
2,the point in the orbit of an object (such as a satellite) orbiting the earth that is at the greatest distance from the center of the earth; also : the point farthest from a planet or a satellite (such as the moon) reached by an object orbiting it,noun,apogee
2,a break in or as if in a material object : gap,noun,hiatus
2,"any of a genus (Freesia) of sweet-scented African herbs of the iris family with usually red, pink, white, or yellow flowers",noun,freesia
2,"to relieve of a responsibility, obligation, or hardship",verb,exoneration
2,comforter,noun,duvet
2,inherent baseness : depravity; also : a base act,noun,turpitude
2,the quality or state of being dull or insipid,noun,platitude
2,"social intercourse : interchange of ideas, opinions, or sentiments",noun,commerce
2,inflammation of the cornea of the eye,noun,keratitis
2,conferring or conveying honor,adjective,honorific
2,a brownish kingfisher (Dacelo novaeguineae synonym D. gigas) of Australia that is about the size of a crow and has a call resembling loud laughter —called also laughing jackass,noun,kookaburra
2,a former French 20-franc gold coin,noun,napoleon
2,"of, relating to, or constituting the degree of grammatical comparison that denotes an extreme or unsurpassed level or extent",adjective,superlative
2,"to impregnate, combine, or supply (something, such as blood) with oxygen",verb,oxygenate
2,to cause to cease to exist : to do away with entirely so that nothing remains,verb,annihilate
2,a stone coffin; broadly : coffin,noun,sarcophagus
2,one appointed to act in place of another : deputy,noun,surrogate
2,"1024 gigabytes or 1,099,511,627,776 bytes; also : one trillion bytes",noun,terabyte
2,"awkward and socially unacceptable in appearance, manner, or behavior : rude",adjective,uncouth
2,"involving, imposing, or constituting a burden : troublesome",adjective,onerous
2,the great world : universe,noun,macrocosm
2,having a bulb : growing from or bearing bulbs,adjective,bulbous
2,inheritance,noun,heredity
2,symphony orchestra,noun,philharmonic
2,any of a group of endogenous peptides (such as enkephalin) found especially in the brain that bind chiefly to opiate receptors and produce some pharmacological effects (such as pain relief) like those of opiates; specifically : beta-endorphin,noun,endorphin
2,"the art, practice, or profession of preparing, preserving, compounding, and dispensing medical drugs",noun,pharmacy
2,"a soft creamy preparation of sugar, water, and flavorings that is used as a basis for candies or icings",noun,fondant
2,a rounded vault resting on a usually circular base and forming a roof or a ceiling,noun,cupola
2,"of, relating to, or having the characteristics of an herb",adjective,herbaceous
2,"the quality or state of being tentative or hesitant : hesitancy, uncertainty",noun,tentativeness
2,the quality or state of being decrepit,noun,decrepitude
2,brought back —used postpositively,adjective,redux
2,the art or technique of dramatic composition and theatrical representation,noun,dramaturgy
2,"any of a breed of heavy draft horses originally from Clydesdale, Scotland with long silky hair on the legs",noun,Clydesdale
2,the science of sound : acoustics,noun,phonics
2,systematic rhythmic bodily exercises performed usually without apparatus,noun,calisthenics
2,odoriferous,adjective,odiferous
2,"a result or product of combining; especially : an alliance of individuals, corporations, or states united to achieve a social, political, or economic end",noun,combination
2,a violent or forceful flow of fluid; especially : a rushing stream of water,noun,torrent
2,"a solid chemical element that is used especially in wood preservatives, alloys, and semiconductors and is extremely toxic in both pure and combined forms",noun,arsenic
2,"lacking a spinal column; also : of, relating to, or concerned with invertebrate animals",adjective,invertebrate
2,a large often colorfully patterned handkerchief,noun,bandanna 
2,capable of being manipulated,adjective,manipulable
2,taken for granted : self-evident,adjective,axiomatic
2,incapable of being fatigued : untiring,adjective,indefatigable
2,going beyond what is openly said or shown and especially what is proper,adjective,ulterior
2,government by the few,noun,oligarchy
2,to give distinction to : ennoble,verb,dignify
2,the obligation of a feudal vassal to a liege lord,noun,allegiance
2,"a dark gray to black dense to fine-grained igneous rock that consists of basic plagioclase, augite, and usually magnetite",noun,basaltic
2,any of an order (Scorpiones) of nocturnal arachnids that have an elongated body and a narrow segmented tail bearing a venomous stinger at the tip,noun,scorpion
2,a model or representation of the solar system,noun,planetarium
2,"of, relating to, or marked by ecstasy",adjective,ecstatic
2,"the aromatic, dried bark of any of several tropical trees (genus Cinnamomum) yielding a culinary spice, oil, and flavoring; especially : a small roll or quill of cinnamon bark",noun,cinnamon
2,a ruler of ancient Egypt,noun,pharaoh
2,the principle or practice of submitting to popular vote a measure passed on or proposed by a legislative body or by popular initiative,noun,referendum
2,tremble,verb,quaver
2,of or relating to rabbis or their writings,adjective,rabbinic
2,the part of a garment that is turned back; specifically : the fold of the front of a coat that is usually a continuation of the collar,noun,lapel
2,a scombroid fish (Scomber scombrus of the family Scombridae) of the North Atlantic that is green above with dark blue bars and silvery below and is a commercially important food fish,noun,mackerel
2,lacking adult sophistication : immature,adjective,callow
2,a small quick bread made from dough that has been rolled out and cut or dropped from a spoon,noun,biscuit
2,to grow luxuriantly : thrive,verb,flourish
2,"of, possessing, or imparting beatitude",adjective,beatific
2,"a place, room, or container where something is deposited or stored : depository",noun,repository
2,to break up and drive off,verb,dissipate
2,one associated with another especially in wrongdoing,noun,accomplice
2,a square of cloth used as a head covering or worn as a scarf around the neck,noun,kerchief
2,resulting from or characterized by whim or caprice; especially : lightly fanciful,adjective,whimsical
2,the bodily or mental capacity to sustain a prolonged stressful effort or activity : endurance,noun,stamina
2,a standard on which a judgment or decision may be based,noun,criteria
2,"to delay the punishment of (someone, such as a condemned prisoner)",verb,reprieve
2,deduction,noun,consequent
2,injury to tissue usually without laceration : bruise,noun,contusion
2,a free shot sometimes given a golfer in informal play when the previous shot was poorly played,noun,mulligan
2,detailed statistical analysis of baseball data (as for the purposes of evaluating player performance and developing playing strategies),noun,sabermetrics
2,a style of speaking especially in public,noun,elocution
2,a widow holding property or a title from her deceased husband,noun,dowager
2,the act or process of comparing: such as,noun,comparison
2,characterized by such fineness of texture as to permit seeing through,adjective,diaphanous
2,abnormal fear of being helpless in a situation from which escape may be difficult or embarrassing that is characterized initially often by panic or anticipatory anxiety and finally by the avoidance of open or public places,noun,agoraphobia
2,a blow especially with the hand,noun,buffet
2,any of a family (Testudinidae) of terrestrial turtles; broadly : turtle,noun,tortoise
2,to prevail over : overcome,verb,surmountable
2,to continue in the same state : last,verb,endure
2,a rare great ape (Pan paniscus) that has a more slender build and longer limbs than the related common chimpanzee (P. troglodytes) and that inhabits a small geographic region in equatorial Africa south of the Congo River —called also pygmy chimpanzee,noun,bonobo
2,to abolish by authoritative action : annul,verb,abrogate
2,marked by the expression of great or excessive emotion or enthusiasm,adjective,effusive
2,"not derived : original, primary",adjective,primitive
2,a creator or writer of fables,noun,fabulist
2,to be fitting : accord,verb,comportment
2,temperamentally disinclined to talk,adjective,taciturn
2,conceited and overconfident of knowledge but poorly informed and immature,adjective,sophomoric
2,the recipient of honor or recognition for achievement in an art or science; specifically : poet laureate,noun,laureate
2,a Philistine champion who in I Samuel 17 is killed by David,noun,Goliath
2,given to melancholy,adjective,splenetic
2,in a manner that is smooth and connected (as between successive tones) —used especially as a direction in music,adverb or adjective,legato
2,untidy especially in personal appearance,adjective,slovenly
2,"a system of physical conditioning involving exercises (such as running, walking, swimming, or calisthenics) strenuously performed so as to cause marked temporary increase in respiration and heart rate",plural noun,aerobics
2,made typically of soft wool and woven or printed with colorful curved abstract figures,adjective,paisley
2,on the contrary,adverb,contrariwise
2,"an oily flammable bituminous liquid that may vary from almost colorless to black, occurs in many places in the upper strata of the earth, is a complex mixture of hydrocarbons with small amounts of other substances, and is prepared for use as gasoline, naphtha, or other products by various refining processes",noun,petroleum
2,royal rights or prerogatives,plural noun,regalia
2,to cause to burn to ashes,verb,incinerate
2,a large usually metal or pottery vessel (as for wine) with handle and spout and often a lid,noun,flagon
2,lacking coherence: such as,adjective,incoherent
2,a 300th anniversary or its celebration,noun,tercentenary
2,uttering or given to censure : containing or characterized by verbal abuse,adjective,vituperative
2,"of, resembling, or characteristic of a churl : vulgar",adjective,churlish
2,a coastal region frequented as a resort area and usually marked by a mild climate,noun,riviera
2,using or involving the use of a minimum of words : concise to the point of seeming rude or mysterious,adjective,laconic
2,the act or procedure of removing by or as if by cutting out; especially : surgical removal or resection,noun,excision
2,to inscribe or adorn with or as if with heraldic bearings or devices,verb,emblazoned
2,a miscellaneous collection of small articles commonly of ornamental or sentimental value : curios,noun,bric-a-brac
2,angular distance measured on a great circle of reference from the intersection of the adopted zero meridian with this reference circle to the similar intersection of the meridian passing through the object,noun,longitude
2,an unbranded range animal; especially : a motherless calf,noun,maverick
2,having or being motion in a direction contrary to that of the general motion of similar bodies and especially east to west among the stars,adjective,retrograde
2,"any of various typically medium-sized stout-bodied Old World gallinaceous birds (Perdix, Alectoris, and related genera) with variegated plumage that are often hunted as game",noun,partridge
2,a badge of authority or honor,noun,insignia
2,a mathematical expression consisting of two terms connected by a plus sign or minus sign,noun,binomial
2,the quality or state of being luminous,noun,luminance
2,"one of a class of words that exists in any of numerous languages and that typically modifies nouns or pronouns (as by indicating number or extent, ascribing a quality, or distinguishing one thing from another)",noun,adjective
